spine,show,year,archiveID,episode,why
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-04-the-cover-up,Degrassi Jr High S01E04 - The Cover Up,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-05-the-great-race,Degrassi Jr High S01E05 - The Great Race,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-06-rumor-has-it,Degrassi Jr High S01E06 - Rumor Has It,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-07-the-best-laid-plans,Degrassi Jr High S01E07 -The Best Laid Plans,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-08-nothing-to-fear,Degrassi Jr High S01E08 - Nothing To Fear,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-09-what-a-night,Degrassi Jr High S01E09 - What A Night,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-10-smokescreen,Degrassi Jr High S01E10 - Smokescreen,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-11-its-late,Degrassi Jr High S01E11 - It's Late!,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-12-parents-night,Degrassi Jr High S01E12 - Parents' Night,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-01-e-13-revolution,Degrassi Jr High S01E13 - Revolution,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-02-e-01-eggbert,Degrassi Jr High S02E01 - Eggbert,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-02-e-02-a-helping-hand,Degrassi Jr High S02E02 - A Helping Hand,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-02-e-03-great-expectations,Degrassi Jr High S02E03 - Great Expectations,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-02-e-04-dinner-and-a-show,Degrassi Jr High S02E04 - Dinner And A Show,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-02-e-05-stage-fright,Degrassi Jr High S02E05 - Stage Fright,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-02-e-06-fight,Degrassi Jr High S02E06 - Fight!,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-02-e-07-bottled-up,Degrassi Jr High S02E07 - Bottled Up,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-jr-high-s-02-e-08-sealed-with-a-kiss,Degrassi Jr High S02E08 - Sealed With A Kiss,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-02-e-09-dog-days,Degrassi Jr High S02E09 - Dog Days,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-02-e-10-censored,Degrassi Jr High S02E10 - Censored,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-02-e-11-trust-me,Degrassi Jr High S02E11 - Trust Me,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-02-e-12-...-hes-back,Degrassi Jr High S02E12 - ...He's Back,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-02-e-13-pass-tense,Degrassi Jr High S02E13 - Pass Tense,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-01-cant-live-with-em-part-1,Degrassi Jr High S03E01 - Can't Live With 'Em (Part 1),"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-02-cant-live-with-em-part-2,Degrassi Jr High S03E02 - Can't Live With 'Em (Part 2),"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-03-a-big-girl-now,Degrassi Jr High S03E03 - A Big Girl Now,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-04-seasons-greetings,Degrassi Jr High S03E04 - Season's Greetings,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-05-loves-me-loves-me-not,"Degrassi Jr High S03E05 - Loves Me, Loves Me Not","1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-06-he-aint-heavy,Degrassi Jr High S03E06 - He Ain't Heavy,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-07-the-whole-truth,Degrassi Jr High S03E07 - The Whole Truth,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-08-star-crossed,Degrassi Jr High S03E08 - Star Crossed,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-09-food-for-thought,Degrassi Jr High S03E09 - Food For Thought,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-10-twenty-bucks,Degrassi Jr High S03E10 - Twenty Bucks,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-11-taking-off-part-1,Degrassi Jr High S03E11 - Taking Off (Part 1),"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-12-taking-off-part-2,Degrassi Jr High S03E12 - Taking Off (Part 2),"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-13-making-whoopee,Degrassi Jr High S03E13 - Making Whoopee,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-14-black-and-white,Degrassi Jr High S03E14 - Black And White,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-15-pa-arty,Degrassi Jr High S03E15 - Pa-arty!,"1987, modern television, no licence claimed"
degrassi-jr-high-1987,Degrassi Jr High,1987,degrassi-junior-high-s-03-e-16-bye-bye-junior-high,Degrassi Jr High S03E16 - Bye Bye Junior High,"1987, modern television, no licence claimed"
degrassi-junior-high-1987,Degrassi Junior High,1987,degrassi-jr-high-season-01_202208,The Cover-Up,"1987, modern television, no licence claimed"
degrassi-junior-high-1987,Degrassi Junior High,1987,degrassi-jr-high-s-02,Great Expectations,"1987, modern television, no licence claimed"
degrassi-junior-high-1987,Degrassi Junior High,1987,degrassi-junior-high-season-03,Pa-arty!,"1987, modern television, no licence claimed"
degrassi-junior-high-1987,Degrassi Junior High,1987,degrassi-junior-high-s-03-e-16-bye-bye-junior-high,Bye-Bye Junior High,"1987, modern television, no licence claimed"
depeche-mode-1990,DEPECHE MODE,1990,1992-09-05-mtv1-friss-dm-fekete-unnepej,"DEPECHE MODE - 36 órás rajongói találkozó, HDMFC, PeCsa, 1990 - Bergendy Péter (a Post Mortem rendezőjének) riportfilmje","1990, modern television, no licence claimed"
depeche-mode-1990,DEPECHE MODE,1990,1997RTL2BravoTVPopHistoryNET,DEPECHE MODE - Bravo TV's Pop History segment - RTL 2 × 1997,"1990, modern television, no licence claimed"
depeche-mode-1990,DEPECHE MODE,1990,DM-1993-07-20-napkozi-tv1-hu,DEPECHE MODE - Hangos jegyzet a DM-ről + verőcemarosi riport a rajongókról - TV1 × 1993,"1990, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E01,Designing Women,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E02,The Beauty Contest,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E03,A Big Affair,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E04,Julia's Son,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E05,Mary Jo's First Date,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E06,Design House,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E07,Perky's Visit,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E08,"I Do, I Don't","1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E09,The IT Men,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E10,The Slumber Party,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E11,New Year's Daze,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-s01e12e13,Old Spouses Never Die (1),"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E14,Monette,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E15,And Justice for Paul,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E16,Reese's Friend,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E17,Nashville Bound,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E18,"Oh, Suzannah","1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E19,Mary Jo's Dad Dates Charlene,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E20,Seams from a Marriage,"1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-s01e21,"Grand Slam, Thank You Ma'am","1986, modern television, no licence claimed"
designing-women-1986,Designing Women,1986,designing-women-S01E22,Bachelor Suite,"1986, modern television, no licence claimed"
die-harald-smidt-show-1995,Die Harald Smidt Show,1995,32552398,Die Harald Schmidt Show,"1995, modern television; uploader licence claim http://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
die-harald-smidt-show-1995,Die Harald Smidt Show,1995,85767493,Die Harald Schmidt Show,"1995, modern television; uploader licence claim http://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
die-harald-smidt-show-1995,Die Harald Smidt Show,1995,85487166,Die Harald Schmidt Show,"1995, modern television; uploader licence claim http://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
die-harald-smidt-show-1995,Die Harald Smidt Show,1995,87577577,Die Harald Schmidt Show,"1995, modern television; uploader licence claim http://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
die-harald-smidt-show-1995,Die Harald Smidt Show,1995,94223842,Die Harald Schmidt Show - 1996,"1995, modern television; uploader licence claim http://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
disney-family-album-1984,Disney Family Album,1984,disney-family-album-14-the-golden-horseshoe-revue,The Golden Horseshoe Revue,"1984, modern television, no licence claimed"
disney-family-album-1984,Disney Family Album,1984,disney-family-album-17-marc-davis,Marc Davis,"1984, modern television, no licence claimed"
disney-family-album-1984,Disney Family Album,1984,disney-family-album-18-true-life-adventures,Disney Family Album: True Life Adventures,"1984, modern television, no licence claimed"
don-kirshner-2022,Don Kirshner,2022,don-kirshners-rock-concert-may-26-1979,"Don Kirshner's Rock Concert (May 26, 1979)","2022, modern television, no licence claimed"
don-kirshner-2022,Don Kirshner,2022,don-kirshners-rock-concert-september-15-1979-7th-season-premiere,"Don Kirshner's Rock Concert (September 15, 1979)","2022, modern television, no licence claimed"
don-kirshner-2022,Don Kirshner,2022,don-kirshners-rock-concert-february-6-1982-partial,"Don Kirshner's Rock Concert- February 6, 1982 (partial)","2022, modern television, no licence claimed"
doogie-howser-md-1989,"Doogie Howser, M.D",1989,doogie-howser-m.d.-season-1-of-4-xvid-avi,"Doogie Howser, M.D. - Season 1 of 4 - XviD AVI","1989, modern television, no licence claimed"
doogie-howser-md-1989,"Doogie Howser, M.D",1989,doogie-howser-m.d.-season-2-of-4-xvid-avi,"Doogie Howser, M.D. - Season 2 of 4 - XviD AVI","1989, modern television, no licence claimed"
doogie-howser-md-1989,"Doogie Howser, M.D",1989,doogie-howser-m.d.-season-3-of-4-xvid-avi,"Doogie Howser, M.D. - Season 3 of 4 - XviD AVI","1989, modern television, no licence claimed"
doogie-howser-md-1989,"Doogie Howser, M.D",1989,doogie-howser-m.d.-season-4-of-4-xvid-avi,"Doogie Howser, M.D. - Season 4 of 4 - XviD AVI","1989, modern television, no licence claimed"
double-trouble-1984,Double Trouble,1984,DoubleTroubleS1E4BadChemistry,Bad Chemistry,"1984, modern television, no licence claimed"
double-trouble-1984,Double Trouble,1984,DoubleTroubleSeason1Episode5DuelingFeet1,Dueling Feet,"1984, modern television, no licence claimed"
double-trouble-1984,Double Trouble,1984,doubletroublefunnygirls2e13partialconvertvideoonline.com,Funny Girl,"1984, modern television, no licence claimed"
eastenders-1985,EastEnders,1985,east-enders-episode-1168-8-august-1995_202403,EastEnders: Episode 1168,"1985, modern television, no licence claimed"
eastenders-1985,EastEnders,1985,east-enders-episode-1171-15-august-1995_202403,EastEnders: Episode 1171,"1985, modern television, no licence claimed"
eastenders-1985,EastEnders,1985,east-enders-episode-1246-5-february-1996_202403,EastEnders: Episode 1246,"1985, modern television, no licence claimed"
eastenders-1985,EastEnders,1985,east-enders-episode-1254-22-february-1996_202403,EastEnders: Episode 1254,"1985, modern television, no licence claimed"
eastenders-1985,EastEnders,1985,east-enders-episode-945-17-february-1994_202403,EastEnders: Episode 945,"1985, modern television, no licence claimed"
eastenders-1985,EastEnders,1985,east-enders-episode-962-14-april-1994_202403,EastEnders: Episode 962,"1985, modern television, no licence claimed"
eastenders-1985,EastEnders,1985,EastEnders1987Episode,EastEnders,"1985, modern television, no licence claimed"
el-palacio-de-la-risa-1994,El Palacio de la Risa,1994,el-palacio-de-la-risa-1994-1080p,El Palacio de la Risa (1994) [1080p],"1994, modern television, no licence claimed"
el-palacio-de-la-risa-1994,El Palacio de la Risa,1994,el-palacio-de-la-risa-1996-1080p,El Palacio de la Risa (1996) [1080p],"1994, modern television, no licence claimed"
el-palacio-de-la-risa-1994,El Palacio de la Risa,1994,el-palacio-de-la-risa-horacio-massaccesi-1995-1080p,El Palacio de la Risa - Horacio Massaccesi (1995) [1080p],"1994, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E01,Electric Avenue S01E01,"1988, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E02,Electric Avenue S01E02,"1988, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E03,Electric Avenue S01E03,"1988, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E04,Electric Avenue S01E04,"1988, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E05,Electric Avenue S01E05,"1988, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E06,Electric Avenue S01E06,"1988, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E07,Electric Avenue S01E07,"1988, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E08,Electric Avenue S01E08,"1988, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E09,Electric Avenue S01E09,"1988, modern television, no licence claimed"
electric-avenue-1988,Electric Avenue,1988,Electric.Avenue.S01E10,Electric Avenue S01E10,"1988, modern television, no licence claimed"
everybody-loves-raymond-1996,Everybody Loves Raymond,1996,everybody-loves-raymond-s-01-e-01-pilot-theatical-version,Pilot,"1996, modern television, no licence claimed"
everybody-loves-raymond-1996,Everybody Loves Raymond,1996,everybody-loves-raymond-s01e01-pilot,Pilot,"1996, modern television, no licence claimed"
everybody-loves-raymond-1996,Everybody Loves Raymond,1996,everybody-loves-raymond-complete-series_202512,Italy,"1996, modern television, no licence claimed"
everybody-loves-raymond-1996,Everybody Loves Raymond,1996,everybody-loves-raymond-complete-series_202601,Italy (2),"1996, modern television, no licence claimed"
everybody-loves-raymond-1996,Everybody Loves Raymond,1996,everybody-loves-raymond-complete-series_20251121_0430,Everybody Loves Raymond,"1996, modern television, no licence claimed"
everybody-loves-raymond-1996,Everybody Loves Raymond,1996,img-0252_202306,Everybody Loves Raymond - Fighting In-Laws Clips,"1996, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-la-all-lies-1986,Eye On L.A. - Chuck Henry,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-aussie-endless-summer,Eye on L.A. - Aussie Endless Summer,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-california-wet-and-wild,Eye on L.A. - California Wet and Wild,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-europes-forbidden-pleasures,Eye on L.A. - Europe’s Forbidden Pleasures,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-eye-on-l.-a.-magazine,Eye on L.A. - Eye on L.A. Magazine,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-eye-on-a-lei,Eye on L.A. - Eye on a Lei,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-fantasy-islands-hong-kong,Eye on L.A. - Fantasy Islands: Hong Kong,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-new-orleans,Eye on L.A. - New Orleans,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-spa-squad,Eye on L.A. - Spa Squad,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-surfing-the-ultimate-pleasure,Eye on L.A. - Surfing: The Ultimate Pleasure,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-topless-arizona,Eye on L.A. - Topless Arizona,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-topless-paris,Eye on L.A. - Topless Paris,"1986, modern television, no licence claimed"
eye-on-la-1986,Eye on L.A,1986,eye-on-l.-a.-topless-riviera,Eye on L.A. - Topless Riviera,"1986, modern television, no licence claimed"
farscape-1999,Farscape,1999,farscape-s-01-e-01-premiere-march-19-1999-australia-and-united-states-premiere-episode,Premiere,"1999, modern television; uploader licence claim https://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
farscape-1999,Farscape,1999,farscape-s-01-e-02-i-e.-t.-april-30-1999-australia-and-united-states_202602,Back and Back and Back to the Future,"1999, modern television; uploader licence claim https://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
farscape-1999,Farscape,1999,farscape-s-01-e-03-exodus-from-genesis-may-14-1999-australia-and-united-states_202602,Throne for a Loss,"1999, modern television; uploader licence claim https://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
farscape-1999,Farscape,1999,farscape-s-01-e-04-throne-for-a-loss-april-9-1999-australia-and-united-states_202602,PK Tech Girl,"1999, modern television; uploader licence claim https://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
farscape-1999,Farscape,1999,farscape-s-01-e-16-a-human-reaction-august-20-1999-australia-and-united-states,A Human Reaction,"1999, modern television; uploader licence claim https://creativecommons.org/publicdomain/zero/1.0/ does not rescue it"
farscape-1999,Farscape,1999,farscape-s-02,Home on the Remains,"1999, modern television, no licence claimed"
farscape-1999,Farscape,1999,farscape-s-03-,Infinite Possibilities Part II: Icarus Abides,"1999, modern television, no licence claimed"
farscape-1999,Farscape,1999,farscape-s-04,Natural Election,"1999, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-01-the-accident,Winning the Lottery,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-02-the-cut,Hunger Games,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-03-the-boy,Tipping the Scales,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-04-the-girl,The Flower of Gloster 1967 S01E04 The Girl,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-05-betton-woods,The Flower of Gloster 1967 S01E05 Betton Woods,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-06-the-dog,The Flower of Gloster 1967 S01E06 The Dog,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-07-lost,The Flower of Gloster 1967 S01E07 Lost,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-08-the-city,The Flower of Gloster 1967 S01E08 The City,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-09-life-and-death,The Flower of Gloster 1967 S01E09 Life and Death,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-10-the-tunnel,The Flower of Gloster 1967 S01E10 The Tunnel,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-11-the-deadline,The Flower of Gloster 1967 S01E11 The Deadline,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-12-the-hitch,The Flower of Gloster 1967 S01E12 The Hitch,"2025, modern television, no licence claimed"
fit-for-tv-the-reality-of-the-biggest-loser-2025,Fit for TV: The Reality of the Biggest Loser,2025,s-01-e-13-late,The Flower of Gloster 1967 S01E13 Late,"2025, modern television, no licence claimed"
fly-by-night-1991,Fly by Night,1991,fly-by-night-04,"Bing, Bang, Boom","1991, modern television, no licence claimed"
fly-by-night-1991,Fly by Night,1991,fly-by-night-06,Affaire de Coeur,"1991, modern television, no licence claimed"
fly-by-night-1991,Fly by Night,1991,fly-by-night-07,Include Me Out,"1991, modern television, no licence claimed"
fly-by-night-1991,Fly by Night,1991,fly-by-night-11,Furs Flying,"1991, modern television, no licence claimed"
fly-by-night-1991,Fly by Night,1991,fly-by-night-13,Manhunt,"1991, modern television, no licence claimed"
fly-by-night-1991,Fly by Night,1991,fly-by-night-08,Fly by Night - 08: From Bad to Worse,"1991, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-02,For All Practical Purposes - 02: Moving Picture Show,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-03,For All Practical Purposes - 03: Creating a Code,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-05,For All Practical Purposes - 05: Rules of the Game,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-06,For All Practical Purposes - 06: Computer Science - Overview,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-07,For All Practical Purposes - 07: It Started in Greece,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-08,For All Practical Purposes - 08: Stand Up Conic,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-09,For All Practical Purposes - 09: It Grows and Grows,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-10,For All Practical Purposes - 10: How Big is Too Big,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-11,For All Practical Purposes - 11: On Size and Shape - Overview,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-14,For All Practical Purposes - 14: More Equal than Others,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-15,For All Practical Purposes - 15: The Impossible Dream,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-16,For All Practical Purposes - 16: Social Choice - Overview,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-17,For All Practical Purposes - 17: Confident Conclusions,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-18,For All Practical Purposes - 18: Place Your Bets,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-19,For All Practical Purposes - 19: Picture This,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-20,For All Practical Purposes - 20: Behind the Headlines,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-21,For All Practical Purposes - 21: Statistics - Overview,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-22,For All Practical Purposes - 22: Juicy Problems,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-23,For All Practical Purposes - 23: Juggling Machines,"1985, modern television, no licence claimed"
for-all-practical-purposes-1985,For All Practical Purposes,1985,for-all-practical-purposes-25,For All Practical Purposes - 25: Street Smarts,"1985, modern television, no licence claimed"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,freddys-nightmares-complete-tv-series,School Daze,"1988, modern television, no licence claimed"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.1x01.No.More.Mr.Nice.Guy,Freddy's Nightmares 1x01 No More Mr. Nice Guy,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.1x02.It.s.a.Miserable.Life,Freddy's Nightmares 1x02 It's a Miserable Life,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.1x03.Killer.Instinct,Freddy's Nightmares 1x03 Killer Instinct,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
