spine,show,year,archiveID,episode,why
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.1x04.Freddy.s.Tricks.and.Treats,Freddy's Nightmares 1x04 Freddy's Tricks and Treats,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.1x05.Judy.Miller.Come.On.Down,Freddy's Nightmares 1x05 Judy Miller Come On Down,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.1x06.Saturday.Night.Special,Freddy's Nightmares 1x06 Saturday Night Special,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.01x07.Sister.s.Keeper,Freddy's Nightmares 1x07 Sister's Keeper,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.1x08.Mother.s.Day,Freddy's Nightmares 1x08 Mother's Day,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.1x09.Rebel.Without.a.Car,Freddy's Nightmares 1x09 Rebel Without a Car,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
freddy-s-nightmares-1988,Freddy's Nightmares,1988,Freddy.s.Nightmares.1x10.The.Bride.Wore.Red,Freddy's Nightmares 1x10 The Bride Wore Red,"1988, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
fries-with-that-2004,Fries with That?,2004,FriesWithThatYTV,Love and War,"2004, modern television, no licence claimed"
fries-with-that-2004,Fries with That?,2004,fries-with-that,"Shake, Cattle and Roll","2004, modern television, no licence claimed"
fries-with-that-2004,Fries with That?,2004,youtube-3YzxaKPiBSg,Youtube: 3YzxaKPiBSg - Fries With That? 1-01 The Expendables,"2004, modern television, no licence claimed"
fries-with-that-2004,Fries with That?,2004,youtube-69n_-sxsZ9A,Youtube: 69n -sxsZ9A - Fries With That? 1-02 Metal Mouth,"2004, modern television, no licence claimed"
fries-with-that-2004,Fries with That?,2004,youtube-jLCNAO3hYUg,Youtube: jLCNAO3hYUg - Fries With That? 1-12 Curse of the Tess People,"2004, modern television, no licence claimed"
fries-with-that-2004,Fries with That?,2004,youtube-u9D8sMI4U5g,Youtube: u9D8sMI4U5g - Fries With That? 1-18 The Cold Shoulder,"2004, modern television, no licence claimed"
game-of-thrones-inside-the-episode-2019,Game of Thrones: Inside the Episode,2019,EpisodeOfTheDinahShoreShowFrom1956,"Episode of ""The Dinah Shore Show"" from 1956","2019, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
game-of-thrones-inside-the-episode-2019,Game of Thrones: Inside the Episode,2019,georgeburnsandgracieallen,"Episode of ""The George Burns and Gracie Allen Show""","2019, modern television, no licence claimed"
game-of-thrones-inside-the-episode-2019,Game of Thrones: Inside the Episode,2019,Quick-as-a-flash,Episode of 'Quick as a Flash' from 1952,"2019, modern television; uploader licence claim http://creativecommons.org/licenses/publicdomain/ does not rescue it"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-1-1991-full-episode,@ursinho,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-2-1991-full-episode,#picoftheday,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-3-1991-full-episode,#DiaDasCrianças,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-4-1991-full-episode,@marrento1993,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-5-1991-full-episode,#Armando_O_Fim,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-6-1991-full-episode,#tbt,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-7-1992-full-episode,GamePro TV Season 1 Episode 7 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-8-1992-full-episode,GamePro TV Season 1 Episode 8 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-9-1992-full-episode,GamePro TV Season 1 Episode 9 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-10-1991-full-episode,GamePro TV Season 1 Episode 10 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-11-1991-full-episode,GamePro TV Season 1 Episode 11 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-season-1-episode-12-1991-full-episode,GamePro TV Season 1 Episode 12 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-episode-13-1992-1st-annual-game-pro-awards,GamePro TV Episode 13 1st Annual Game Pro Awards,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-episode-14-1992-full-episode,GamePro TV Episode 14 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-episode-15-1992-full-episode,GamePro TV Episode 15 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-episode-16-1992-full-episode,GamePro TV Episode 16 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-episode-17-1992-full-episode,GamePro TV Episode 17 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-episode-18-1992-full-episode,GamePro TV Episode 18 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-episode-19-1992-full-episode,GamePro TV Episode 19 FULL EPISODE,"2018, modern television, no licence claimed"
gamebros-2018,Gamebros,2018,game-pro-tv-episode-20-1992-full-episode-final,GamePro TV Episode 20 FULL EPISODE,"2018, modern television, no licence claimed"
gamecenter-cx-2003,GameCenter CX,2003,b526f13710ceb178d7de973c35b4bafd,ActRaiser,"2003, modern television, no licence claimed"
gamecenter-cx-2003,GameCenter CX,2003,4fb26ab55182d6d5c52f9f58eaf8c1e3,Super Mario 64 (1),"2003, modern television, no licence claimed"
gamecenter-cx-2003,GameCenter CX,2003,9eb9b8e15d2ed10768dbad521851f7cb,Super Mario 64 (2),"2003, modern television, no licence claimed"
gamecenter-cx-2003,GameCenter CX,2003,b4a458293d1e61d09f23e0bcf8aed4f6,Ninja Ryukenden (Ninja Gaiden),"2003, modern television, no licence claimed"
gamecenter-cx-2003,GameCenter CX,2003,e4c96f04fafac6f2a88b986369bfae50,Septentrion (SOS),"2003, modern television, no licence claimed"
gamecenter-cx-2003,GameCenter CX,2003,4dcf2e9e2df62be35a25701053fa4937,Rockman (Mega Man),"2003, modern television, no licence claimed"
gamecenter-cx-2003,GameCenter CX,2003,5564c1bd58a51f6a536cf96b90bd99ea,The Kacho Goes to the Cannes Film Festival,"2003, modern television, no licence claimed"
gamecenter-cx-2003,GameCenter CX,2003,f7d82364f4f9baac3d0e2aafc7e18b6d,Abarenbou Tengu (Zombie Nation),"2003, modern television, no licence claimed"
gamesmaster-1992,GamesMaster,1992,gamesmaster_s04e06,Andy Townsend & Vinnie Jones,"1992, modern television, no licence claimed"
gamesmaster-1992,GamesMaster,1992,gamesmaster_s04e07,Kasey Keller & Andy Townsend,"1992, modern television, no licence claimed"
gamesmaster-1992,GamesMaster,1992,gamesmaster_s04e08,Camilla Power & Ian Kelsey,"1992, modern television, no licence claimed"
gamesmaster-1992,GamesMaster,1992,gamesmaster_s04e09,Rupert Moon & Dewi Morris,"1992, modern television, no licence claimed"
gamesmaster-1992,GamesMaster,1992,GamesmasterS4E18GamesmasterGoreSpecialRetailVersion,GamesMaster Gore Special,"1992, modern television, no licence claimed"
gamesmaster-1992,GamesMaster,1992,gamesmaster_s06e01,Samantha Fox,"1992, modern television, no licence claimed"
gamesmaster-1992,GamesMaster,1992,gamesmaster_s07e06,All Saints,"1992, modern television, no licence claimed"
gamesmaster-1992,GamesMaster,1992,gamesmaster_s07e07,Carryl Varley & Sarah Vandenbergh,"1992, modern television, no licence claimed"
get-a-life-1990,Get a Life,1990,get-a-life_202510,Dadicus,"1990, modern television, no licence claimed"
get-a-life-1990,Get a Life,1990,the-walking-dead-of-life-s01e07,Drivers License,"1990, modern television, no licence claimed"
get-a-life-1990,Get a Life,1990,get-a-life-sitcom,Chris vs. Donald,"1990, modern television, no licence claimed"
ghostly-encounters-2005,Ghostly Encounters,2005,encounters-04,Encounters - 04: The Earthquake Sensitive,"2005, modern television, no licence claimed"
ghostly-encounters-2005,Ghostly Encounters,2005,encounters-06,Encounters - 06: Mars Formations,"2005, modern television, no licence claimed"
ghostly-encounters-2005,Ghostly Encounters,2005,encounters-07,Encounters - 07: Bigfoot,"2005, modern television, no licence claimed"
ghostly-encounters-2005,Ghostly Encounters,2005,encounters-08,Encounters - 08: Mars Wants Marilyn,"2005, modern television, no licence claimed"
gma-network-news-1996,GMA Network News,1996,GMANetworkNewsAPECPhilippines1996,"GMA Network News - APEC Philippines 1996, Full Broadcast - November 25, 1996","1996, modern television, no licence claimed"
gma-network-news-1996,GMA Network News,1996,GMANetworkNewsMiriamQuiambaoMissU1999,GMA Network News - Miriam Quiambao 1st Runner-up Miss Universe 1999,"1996, modern television, no licence claimed"
gma-network-news-1996,GMA Network News,1996,GMANetworkNews1998PhilippineCentennialCelebrations,"GMA Network News - Philippine Centennial Celebrations - June 12, 1998","1996, modern television, no licence claimed"
gma-network-news-1996,GMA Network News,1996,gmanetworknews08031999,"GMA Network News - Typhoon Ising; State of Calamity - August 03, 1999","1996, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-1,Episode 4,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-2,Episode 17,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-3,Episode 15,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-season-4-s-04-e-09-episode-9,Episode 9,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-5,Sports Trials,"1978, modern television; uploader licence claim https://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
grange-hill-1978,Grange Hill,1978,grange-hill-series-6,Field Trip,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-7,Episode 16,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-9,Episode 18,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-10,Episode 12,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-11,Episode 20,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-12,Episode 13,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-13,Episode 12,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-14,Episode 1,"1978, modern television, no licence claimed"
grange-hill-1978,Grange Hill,1978,grange-hill-series-8,Grange Hill Series 8,"1978, modern television, no licence claimed"
healthy-pets-healthy-people-1992,"Healthy Pets, Healthy People",1992,healthy-pets-healthy-people-veterinary-medicine,"Healthy Pets, Healthy People - Veterinary Medicine","1992, modern television, no licence claimed"
healthy-pets-healthy-people-1992,"Healthy Pets, Healthy People",1992,healthy-pets-healthy-people-veterinary-medicine-human-health,"Healthy Pets, Healthy People - Veterinary Medicine & Human Health","1992, modern television, no licence claimed"
healthy-pets-healthy-people-1992,"Healthy Pets, Healthy People",1992,healthy-pets-healthy-people-zoos,"Healthy Pets, Healthy People - Zoos","1992, modern television, no licence claimed"
healthy-pets-healthy-people-1992,"Healthy Pets, Healthy People",1992,healthy-pets-healthy-people-choosing-the-right-pet,"Healthy Pets, Healthy People – Choosing the Right Pet","1992, modern television, no licence claimed"
healthy-pets-healthy-people-1992,"Healthy Pets, Healthy People",1992,healthy-pets-healthy-people-equine-medicine,"Healthy Pets, Healthy People – Equine Medicine","1992, modern television, no licence claimed"
heil-honey-i-m-home-1990,Heil Honey I'm Home!,1990,heil-honey-im-home,Heil Honey I'm Home,"1990, modern television, no licence claimed"
heil-honey-i-m-home-1990,Heil Honey I'm Home!,1990,heil-honey-animated-intro,Heil Honey I'm Home,"1990, modern television, no licence claimed"
hi-de-hi-1981,Hi-de-Hi!,1981,hi-de-hi-1988-uk-vhs_202204,Hi De Hi,"1981, modern television; uploader licence claim http://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
hi-de-hi-1981,Hi-de-Hi!,1981,hi-de-hi-1988-uk-vhs_202409,Hi-De-Hi,"1981, modern television; uploader licence claim https://creativecommons.org/licenses/by/4.0/ does not rescue it"
hill-street-blues-1981,Hill Street Blues,1981,hill.-street.-blues.-s-01,Politics as Usual,"1981, modern television, no licence claimed"
hill-street-blues-1981,Hill Street Blues,1981,hill.-street.-blues.-season-2,Cranky Streets,"1981, modern television, no licence claimed"
hill-street-blues-1981,Hill Street Blues,1981,hill.street.blues.s-03,Eugene's Comedy Empire Strikes Back,"1981, modern television, no licence claimed"
hill-street-blues-1981,Hill Street Blues,1981,hill.street.blues.s-04e-01.heres.adventure.heres.romance.sdtv.x-264,The End of Logan's Run,"1981, modern television, no licence claimed"
hill-street-blues-1981,Hill Street Blues,1981,hill.street.blues.s-05,Grin and Bear It,"1981, modern television, no licence claimed"
hill-street-blues-1981,Hill Street Blues,1981,hill.street.blues.s-06,Somewhere Over the Rambo,"1981, modern television, no licence claimed"
hill-street-blues-1981,Hill Street Blues,1981,hill.street.blues.s-07,Der Roachenkavalier,"1981, modern television, no licence claimed"
hometime-1986,Hometime,1986,hometime-bathroom-plumbing,Hometime - Bathroom Plumbing,"1986, modern television, no licence claimed"
hometime-1986,Hometime,1986,hometime-common-home-repairs,Hometime - Common Home Repairs,"1986, modern television, no licence claimed"
hometime-1986,Hometime,1986,hometime-drywall-project,Hometime - Drywall Project,"1986, modern television, no licence claimed"
hometime-1986,Hometime,1986,hometime-framing-02,Hometime - Framing Roofs,"1986, modern television, no licence claimed"
