archiveID,url,verdict,detail
jsc2017m000772_Interns_In_Their_Natural_Habitat,https://archivewatch.org/subs/jsc2017m000772_Interns_In_Their_Natural_Habitat/en.vtt,ok,39 cues
Dustys_Trail_Bear,https://archivewatch.org/subs/Dustys_Trail_Bear/en.vtt,ok,432 cues
sunbeam_commercial_5,https://archivewatch.org/subs/sunbeam_commercial_5/en.vtt,binary,UTF-16 / NUL-heavy
Love_That_Bob_Ep4x33_Bob_DIgs_Rock_And_Roll,https://archivewatch.org/subs/Love_That_Bob_Ep4x33_Bob_DIgs_Rock_And_Roll/en.vtt,ok,577 cues
gentlemen-prefer-blondes-1953,https://archivewatch.org/subs/gentlemen-prefer-blondes-1953/en.vtt,ok,1122 cues
hook-line-and-sinker_1930,https://archivewatch.org/subs/hook-line-and-sinker_1930/en.vtt,ok,1271 cues
verdun-visions-dhistoire_1928,https://archivewatch.org/subs/verdun-visions-dhistoire_1928/en.vtt,ok,460 cues
the.-man.-they.-could.-not.-hang.-1939,https://archivewatch.org/subs/the.-man.-they.-could.-not.-hang.-1939/en.vtt,ok,1142 cues
clouded-yellow-1950,https://archivewatch.org/subs/clouded-yellow-1950/en.vtt,ok,1030 cues
1958-edge-of-fury-robert-j.-gurney-jr.-irving-lerner-vose,https://archivewatch.org/subs/1958-edge-of-fury-robert-j.-gurney-jr.-irving-lerner-vose/en.vtt,ok,998 cues
the-living-skeleton,https://archivewatch.org/subs/the-living-skeleton/en.vtt,ok,553 cues
TheVampireBatcompleteVersion,https://archivewatch.org/subs/TheVampireBatcompleteVersion/en.vtt,ok,1060 cues
prinzessin-turandot-1934,https://archivewatch.org/subs/prinzessin-turandot-1934/en.vtt,ok,1050 cues
johnny-stool-pigeon-1949,https://archivewatch.org/subs/johnny-stool-pigeon-1949/en.vtt,ok,1224 cues
dancing-pirate-1936_202505,https://archivewatch.org/subs/dancing-pirate-1936_202505/en.vtt,ok,1105 cues
byleth-the-demon-of-incest-1972-claudia-gravy-silvana-pompilli-marzia-damon-carl,https://archivewatch.org/subs/byleth-the-demon-of-incest-1972-claudia-gravy-silvana-pompilli-marzia-damon-carl/en.vtt,ok,597 cues
millie-1931,https://archivewatch.org/subs/millie-1931/en.vtt,ok,1050 cues
another-fine-mess_1930,https://archivewatch.org/subs/another-fine-mess_1930/en.vtt,ok,379 cues
too-later-for-tears-4k,https://archivewatch.org/subs/too-later-for-tears-4k/en.vtt,ok,1212 cues
the.-collector.-1965,https://archivewatch.org/subs/the.-collector.-1965/en.vtt,ok,823 cues
the-child-1977,https://archivewatch.org/subs/the-child-1977/en.vtt,ok,459 cues
svtplay-KMd6Lng,https://archivewatch.org/subs/svtplay-KMd6Lng/en.vtt,ok,723 cues
do.-chor.-1972.-dvdrip.-1.4-gb.-by.-deejam,https://archivewatch.org/subs/do.-chor.-1972.-dvdrip.-1.4-gb.-by.-deejam/en.vtt,ok,1842 cues
OSB-56_Gypsy,https://archivewatch.org/subs/OSB-56_Gypsy/en.vtt,ok,299 cues
Jeice_Murdered_My_Family,https://archivewatch.org/subs/Jeice_Murdered_My_Family/en.vtt,ok,467 cues
Tales_Of_Tomorrow_-_The_Invader,https://archivewatch.org/subs/Tales_Of_Tomorrow_-_The_Invader/en.vtt,ok,289 cues
NASA_360_program_10_HD,https://archivewatch.org/subs/NASA_360_program_10_HD/en.vtt,ok,297 cues
Bonanza_-_Badge_Without_Honor,https://archivewatch.org/subs/Bonanza_-_Badge_Without_Honor/en.vtt,binary,UTF-16 / NUL-heavy
m.-1931,https://archivewatch.org/subs/m.-1931/en.vtt,ok,1118 cues
dragonwyck-1946,https://archivewatch.org/subs/dragonwyck-1946/en.vtt,ok,1343 cues
night-train-to-munich,https://archivewatch.org/subs/night-train-to-munich/en.vtt,ok,1285 cues
the-pornographers,https://archivewatch.org/subs/the-pornographers/en.vtt,ok,1533 cues
1949-the-accused-la-acusada-william-dieterle-vose,https://archivewatch.org/subs/1949-the-accused-la-acusada-william-dieterle-vose/en.vtt,ok,1769 cues
1947-dead-reckoning-maldita-mujer-john-cromwell-vose,https://archivewatch.org/subs/1947-dead-reckoning-maldita-mujer-john-cromwell-vose/en.vtt,ok,1151 cues
1953-dangerous-crossing-travesia-peligrosa-joseph-m.-newman-vose,https://archivewatch.org/subs/1953-dangerous-crossing-travesia-peligrosa-joseph-m.-newman-vose/en.vtt,ok,992 cues
the-thirteenth-hour-1947,https://archivewatch.org/subs/the-thirteenth-hour-1947/en.vtt,ok,756 cues
thedivorceofladyx1938laurenceoliviermerleoberon,https://archivewatch.org/subs/thedivorceofladyx1938laurenceoliviermerleoberon/en.vtt,ok,1094 cues
the-scar-1948,https://archivewatch.org/subs/the-scar-1948/en.vtt,ok,1178 cues
quicksand-1950-remastered-movie-720p-hd,https://archivewatch.org/subs/quicksand-1950-remastered-movie-720p-hd/en.vtt,ok,1321 cues
the-bravados-1958_202506,https://archivewatch.org/subs/the-bravados-1958_202506/en.vtt,ok,898 cues
1960-seven-thieves-siete-ladrones-henry-hathaway-ve-version-en-espanol,https://archivewatch.org/subs/1960-seven-thieves-siete-ladrones-henry-hathaway-ve-version-en-espanol/en.vtt,ok,1080 cues
time-limit-1957,https://archivewatch.org/subs/time-limit-1957/en.vtt,ok,1499 cues
beckysharp-4k,https://archivewatch.org/subs/beckysharp-4k/en.vtt,ok,1252 cues
jsc2017m000721_Looking_At_Vision_Loss,https://archivewatch.org/subs/jsc2017m000721_Looking_At_Vision_Loss/en.vtt,ok,27 cues
DaveGolf,https://archivewatch.org/subs/DaveGolf/en.vtt,ok,592 cues
Beverly_Hillbillies_Ep50__Christmas_At_The_Clampetts,https://archivewatch.org/subs/Beverly_Hillbillies_Ep50__Christmas_At_The_Clampetts/en.vtt,ok,238 cues
